['2630 BENSON AVENUE', 'BROOKLYN', {u'lat': 40.5935726, u'lng': -73.985987}]
['198 VARET STREET', 'BROOKLYN', {u'lat': 40.7035601, u'lng': -73.9358592}]
['850 GRAND STREET', 'BROOKLYN', {u'lat': 40.712028, u'lng': -73.939351}]
['850 GRAND STREET', 'BROOKLYN', {u'lat': 40.712028, u'lng': -73.939351}]
['850 GRAND STREET', 'BROOKLYN', {u'lat': 40.712028, u'lng': -73.939351}]
['283 ADAMS STREET', 'BROOKLYN', {u'lat': 40.6946578, u'lng': -73.9883234}]
['430 HOWARD AVENUE', 'BROOKLYN', {u'lat': 40.6729646, u'lng': -73.91998889999999}]
['350 67 STREET', 'BROOKLYN', {u'lat': 40.6368485, u'lng': -74.0231804}]
['257 NORTH  6 STREET', 'BROOKLYN', {u'lat': 40.715345, u'lng': -73.9547924}]
['402 EASTERN PARKWAY', 'BROOKLYN', {u'lat': 40.669295, u'lng': -73.956141}]
['8301 SHORE ROAD', 'BROOKLYN', {u'lat': 40.6271178, u'lng': -74.0392943}]
['225 ADELPHI STREET', 'BROOKLYN', {u'lat': 40.69133, u'lng': -73.9712796}]
['2021 BERGEN STREET', 'BROOKLYN', {u'lat': 40.6741215, u'lng': -73.91356789999999}]
['3000 AVENUE X', 'BROOKLYN', {u'lat': 40.59314, u'lng': -73.936638}]
['284 BALTIC STREET', 'BROOKLYN', {u'lat': 40.6853525, u'lng': -73.9937249}]
['1396 BROADWAY', 'BROOKLYN', {u'lat': 40.6884532, u'lng': -73.9207644}]
['561 GRAND AVENUE', 'BROOKLYN', {u'lat': 40.6785497, u'lng': -73.9618773}]
['400 PENNSYLVANIA AVENUE', 'BROOKLYN', {u'lat': 40.6676012, u'lng': -73.8947915}]
['330 59 STREET', 'BROOKLYN', {u'lat': 40.641937, u'lng': -74.019313}]
['400 PENNSYLVANIA AVENUE', 'BROOKLYN', {u'lat': 40.6676012, u'lng': -73.8947915}]
['5800 20 AVENUE', 'BROOKLYN', {u'lat': 40.621284, u'lng': -73.982587}]
['330 59 STREET', 'BROOKLYN', {u'lat': 40.641937, u'lng': -74.019313}]
['400 PENNSYLVANIA AVENUE', 'BROOKLYN', {u'lat': 40.6676012, u'lng': -73.8947915}]
['510 WAVERLY AVENUE', 'NEW YORK', {u'lat': 40.682396, u'lng': -73.965924}]
['116 NASSAU STREET', 'BROOKLYN', {u'lat': 40.6984827, u'lng': -73.9868055}]
['400 PENNSYLVANIA AVENUE', 'BROOKLYN', {u'lat': 40.6676012, u'lng': -73.8947915}]
['226 BRISTOL STREET', 'BROOKLYN', {u'lat': 40.6657215, u'lng': -73.9116714}]
['141 MACON STREET', 'BROOKLYN', {u'lat': 40.68178289999999, u'lng': -73.94571069999999}]
['985 ROCKAWAY AVENUE', 'BROOKLYN', {u'lat': 40.6562927, u'lng': -73.9073241}]
['347 BALTIC STREET', 'BROOKLYN', {u'lat': 40.6848686, u'lng': -73.99077}]
['112 SCHERMERHORN STREET', 'BROOKLYN', {u'lat': 40.6900097, u'lng': -73.9892637}]
['1137 HERKIMER STREET', 'BROOKLYN', {u'lat': 40.6779834, u'lng': -73.915842}]
['180 BEACH  35 STREET', 'QUEENS', {u'lat': 40.5946809, u'lng': -73.7671077}]
['883 CLASSON AVENUE', 'BROOKLYN', {u'lat': 40.66995610000001, u'lng': -73.9611201}]
['1600 AVENUE L', 'BROOKLYN', {u'lat': 40.62045699999999, u'lng': -73.95996099999999}]
['283 ADAMS STREET', 'BROOKLYN', {u'lat': 40.6946578, u'lng': -73.9883234}]
['883 CLASSON AVENUE', 'BROOKLYN', {u'lat': 40.66995610000001, u'lng': -73.9611201}]
['1053 41ST STREET', 'BROOKLYN', {u'lat': 40.64270519999999, u'lng': -73.9927189}]
['362 SCHERMERHORN STREET', 'BROOKLYN', {u'lat': 40.6863861, u'lng': -73.9797253}]
['600 KINGSTON AVENUE', 'BROOKLYN', {u'lat': 40.658665, u'lng': -73.943838}]
['600 KINGSTON AVENUE', 'BROOKLYN', {u'lat': 40.658665, u'lng': -73.943838}]
['787 LAFAYETTE AVENUE', 'BROOKLYN', {u'lat': 40.6913388, u'lng': -73.94056669999999}]
['1830 SHORE BOULEVARD', 'BROOKLYN', {u'lat': 40.5808957, u'lng': -73.93514119999999}]
['51 SAINT EDWARDS STREET', 'BROOKLYN', {u'lat': 40.6940695, u'lng': -73.9776528}]
['911 FLATBUSH AVENUE', 'BROOKLYN', {u'lat': 40.6494997, u'lng': -73.95816169999999}]
['911 FLATBUSH AVENUE', 'BROOKLYN', {u'lat': 40.6494997, u'lng': -73.95816169999999}]
['50 AVENUE X', 'BROOKLYN', {u'lat': 40.5876478, u'lng': -73.9814451}]
['911 FLATBUSH AVENUE', 'BROOKLYN', {u'lat': 40.6494997, u'lng': -73.95816169999999}]
['600 KINGSTON AVENUE', 'BROOKLYN', {u'lat': 40.658665, u'lng': -73.943838}]
['1155 DEKALB AVENUE', 'BROOKLYN', {u'lat': 40.694733, u'lng': -73.929295}]
['600 KINGSTON AVENUE', 'BROOKLYN', {u'lat': 40.658665, u'lng': -73.943838}]
['883 CLASSON AVENUE', 'BROOKLYN', {u'lat': 40.66995610000001, u'lng': -73.9611201}]
['883 CLASSON AVENUE', 'BROOKLYN', {u'lat': 40.66995610000001, u'lng': -73.9611201}]
['400 IRVING AVENUE', 'BROOKLYN', {u'lat': 40.696834, u'lng': -73.91170079999999}]
['400 IRVING AVENUE', 'BROOKLYN', {u'lat': 40.696834, u'lng': -73.91170079999999}]
['832 MARCY AVENUE', 'BROOKLYN', {u'lat': 40.6847358, u'lng': -73.9480217}]
['1474 GATES AVENUE', 'BROOKLYN', {u'lat': 40.6978742, u'lng': -73.9138124}]
['2900 BEDFORD AVENUE', 'BROOKLYN', {u'lat': 40.6319593, u'lng': -73.9527159}]
['797 BUSHWICK AVENUE', 'BROOKLYN', {u'lat': 40.6953801, u'lng': -73.92752109999999}]
['257 NORTH  6 STREET', 'BROOKLYN', {u'lat': 40.715345, u'lng': -73.9547924}]
['2630 BENSON AVENUE', 'BROOKLYN', {u'lat': 40.5935726, u'lng': -73.985987}]
['257 NORTH  6 STREET', 'BROOKLYN', {u'lat': 40.715345, u'lng': -73.9547924}]
['5800 TILDEN AVENUE', 'BROOKLYN', {u'lat': 40.647733, u'lng': -73.922202}]
['231 PALMETTO STREET', 'BROOKLYN', {u'lat': 40.6953855, u'lng': -73.91577649999999}]
['6565 FLATLANDS AVENUE', 'BROOKLYN', {u'lat': 40.633142, u'lng': -73.91707199999999}]
['6565 FLATLANDS AVENUE', 'BROOKLYN', {u'lat': 40.633142, u'lng': -73.91707199999999}]
['1150 EAST NEW YORK AVENUE', 'BROOKLYN', {u'lat': 40.6663323, u'lng': -73.924039}]
['5800 TILDEN AVENUE', 'BROOKLYN', {u'lat': 40.647733, u'lng': -73.922202}]
['80 UNDERHILL AVENUE', 'BROOKLYN', {u'lat': 40.678424, u'lng': -73.9658195}]
['2630 BENSON AVENUE', 'BROOKLYN', {u'lat': 40.5935726, u'lng': -73.985987}]
['832 MARCY AVENUE', 'BROOKLYN', {u'lat': 40.6847358, u'lng': -73.9480217}]
['6565 FLATLANDS AVENUE', 'BROOKLYN', {u'lat': 40.633142, u'lng': -73.91707199999999}]
['208 NORTH  5 STREET', 'BROOKLYN', {u'lat': 40.7153919, u'lng': -73.9572197}]
['6565 FLATLANDS AVENUE', 'BROOKLYN', {u'lat': 40.633142, u'lng': -73.91707199999999}]
['905 WINTHROP STREET', 'BROOKLYN', {u'lat': 40.6584338, u'lng': -73.9291101}]
['207 BUSHWICK AVENUE', 'BROOKLYN', {u'lat': 40.7088042, u'lng': -73.93971979999999}]
['999 JAMAICA AVENUE', 'BROOKLYN', {u'lat': 40.69228, u'lng': -73.868927}]
['130 ROCHESTER AVENUE', 'BROOKLYN', {u'lat': 40.67405100000001, u'lng': -73.92784999999999}]
['223 GRAHAM AVENUE', 'BROOKLYN', {u'lat': 40.7103987, u'lng': -73.94397110000001}]
['790 EAST NEW YORK AVENUE', 'BROOKLYN', {u'lat': 40.6624725, u'lng': -73.93595410000002}]
['1084 LENOX ROAD', 'BROOKLYN', {u'lat': 40.658397, u'lng': -73.9199304}]
['905 WINTHROP STREET', 'BROOKLYN', {u'lat': 40.6584338, u'lng': -73.9291101}]
['1186 CARROLL STREET', 'BROOKLYN', {u'lat': 40.6671654, u'lng': -73.95079199999999}]
['50 NAVY STREET', 'BROOKLYN', {u'lat': 40.6978131, u'lng': -73.980988}]
['239 PATCHEN AVENUE', 'BROOKLYN', {u'lat': 40.683424, u'lng': -73.92585199999999}]
['265 RALPH AVENUE', 'BROOKLYN', {u'lat': 40.6804339, u'lng': -73.9222257}]
['1119 BEDFORD AVENUE', 'BROOKLYN', {u'lat': 40.6854319, u'lng': -73.9540245}]
['300 WILLOUGHBY AVENUE', 'BROOKLYN', {u'lat': 40.69253459999999, u'lng': -73.9583036}]
['905 WINTHROP STREET', 'BROOKLYN', {u'lat': 40.6584338, u'lng': -73.9291101}]
['901 CLASSON AVENUE', 'BROOKLYN', {u'lat': 40.6691193, u'lng': -73.9617434}]
['1084 LENOX ROAD', 'BROOKLYN', {u'lat': 40.658397, u'lng': -73.9199304}]
['4200 16 AVENUE', 'BROOKLYN', {u'lat': 40.6349581, u'lng': -73.9814523}]
['50 BEDFORD AVENUE', 'BROOKLYN', {u'lat': 40.7224451, u'lng': -73.9532235}]
['223 GRAHAM AVENUE', 'BROOKLYN', {u'lat': 40.7103987, u'lng': -73.94397110000001}]
['1 WELLS STREET', 'BROOKLYN', {u'lat': 40.67825029999999, u'lng': -73.8760791}]
['300 WILLOUGHBY AVENUE', 'BROOKLYN', {u'lat': 40.69253459999999, u'lng': -73.9583036}]
['1600 ROCKAWAY PARKWAY', 'BROOKLYN', {u'lat': 40.6418942, u'lng': -73.8987375}]
['999 JAMAICA AVENUE', 'BROOKLYN', {u'lat': 40.69228, u'lng': -73.868927}]
['25 BRIGHTON  4TH ROAD', 'BROOKLYN', {u'lat': 40.583249, u'lng': -73.963747}]
['150 ALBANY AVENUE', 'BROOKLYN', {u'lat': 40.6753999, u'lng': -73.93920539999999}]
['2021 BERGEN STREET', 'BROOKLYN', {u'lat': 40.6741215, u'lng': -73.91356789999999}]
['280 HART STREET', 'BROOKLYN', {u'lat': 40.6938075, u'lng': -73.9410137}]
['272 MCDONOUGH STREET', 'BROOKLYN', {u'lat': 40.6817075, u'lng': -73.9357224}]
['5800 TILDEN AVENUE', 'BROOKLYN', {u'lat': 40.647733, u'lng': -73.922202}]
['76 RIVERDALE AVENUE', 'BROOKLYN', {u'lat': 40.6601863, u'lng': -73.914011}]
['50 BEDFORD AVENUE', 'BROOKLYN', {u'lat': 40.7224451, u'lng': -73.9532235}]
['1600 ROCKAWAY PARKWAY', 'BROOKLYN', {u'lat': 40.6418942, u'lng': -73.8987375}]
['76 RIVERDALE AVENUE', 'BROOKLYN', {u'lat': 40.6601863, u'lng': -73.914011}]
['755 EAST  100 STREET', 'BROOKLYN', {u'lat': 40.6455021, u'lng': -73.8986851}]
['280 HART STREET', 'BROOKLYN', {u'lat': 40.6938075, u'lng': -73.9410137}]
['6565 FLATLANDS AVENUE', 'BROOKLYN', {u'lat': 40.633142, u'lng': -73.91707199999999}]
['999 JAMAICA AVENUE', 'BROOKLYN', {u'lat': 40.69228, u'lng': -73.868927}]
['1600 ROCKAWAY PARKWAY', 'BROOKLYN', {u'lat': 40.6418942, u'lng': -73.8987375}]
['985 ROCKAWAY AVENUE', 'BROOKLYN', {u'lat': 40.6562927, u'lng': -73.9073241}]
['1137 HERKIMER STREET', 'BROOKLYN', {u'lat': 40.6779834, u'lng': -73.915842}]
['1495 HERKIMER STREET', 'BROOKLYN', {u'lat': 40.677507, u'lng': -73.90415}]
['985 ROCKAWAY AVENUE', 'BROOKLYN', {u'lat': 40.6562927, u'lng': -73.9073241}]
['71 SULLIVAN STREET', 'BROOKLYN', {u'lat': 40.677069, u'lng': -74.0118509}]
['240 EAST 109 STREET', 'MANHATTAN', {u'lat': 40.7924857, u'lng': -73.9417246}]
['345 DEAN STREET', 'BROOKLYN', {u'lat': 40.6838346, u'lng': -73.98035519999999}]
['999 JAMAICA AVENUE', 'BROOKLYN', {u'lat': 40.69228, u'lng': -73.868927}]
['145 PENNSYLVANIA AVENUE', 'BROOKLYN', {u'lat': 40.6738803, u'lng': -73.8963614}]
['71-77 CLINTON AVENUE', 'BROOKLYN', {u'lat': 40.69536799999999, u'lng': -73.968734}]
['250 HOOPER STREET', 'BROOKLYN', {u'lat': 40.7056895, u'lng': -73.9556959}]
['8310 21ST AVENUE', 'BROOKLYN', {u'lat': 40.6049722, u'lng': -73.9943444}]
['226 BRISTOL STREET', 'BROOKLYN', {u'lat': 40.6657215, u'lng': -73.9116714}]
['173 CONOVER STREET', 'BROOKLYN', {u'lat': 40.6778434, u'lng': -74.0141749}]
['545 WILLOUGHBY AVENUE', 'BROOKLYN', {u'lat': 40.6941169, u'lng': -73.947181}]
['241 EMERSON PLACE', 'BROOKLYN', {u'lat': 40.6896647, u'lng': -73.9611647}]
['11 BARTLETT STREET', 'BROOKLYN', {u'lat': 40.700268, u'lng': -73.94825589999999}]
['655 PARKSIDE AVENUE', 'BROOKLYN', {u'lat': 40.6561715, u'lng': -73.9515718}]
['64 AVENUE X', 'BROOKLYN', {u'lat': 40.5890651, u'lng': -73.9811976}]
['2865 WEST 19TH STREET', 'BROOKLYN', {u'lat': 40.577232, u'lng': -73.9859609}]
['856 QUINCY STREET', 'BROOKLYN', {u'lat': 40.6897195, u'lng': -73.9250191}]
['510 CLERMONT AVENUE', 'BROOKLYN', {u'lat': 40.6824318, u'lng': -73.96899599999999}]
['475 NOSTRAND AVENUE', 'BROOKLYN', {u'lat': 40.6814895, u'lng': -73.94952599999999}]
['1075 OCEAN VIEW AVENUE', 'BROOKLYN', {u'lat': 40.5797915, u'lng': -73.9564352}]
['2525 HARING STREET', 'BROOKLYN', {u'lat': 40.5911006, u'lng': -73.9387993}]
['4004 4 AVENUE', 'BROOKLYN', {u'lat': 40.6520669, u'lng': -74.0073816}]
['8 HENRY STREET', 'MANHATTAN', {u'lat': 40.71261399999999, u'lng': -73.9973096}]
['122 HENRY STREET', 'MANHATTAN', {u'lat': 40.7130758, u'lng': -73.9915487}]
['490 HUDSON STREET', 'MANHATTAN', {u'lat': 40.73258180000001, u'lng': -74.0061593}]
['500 WEST 160 STREET', 'MANHATTAN', {u'lat': 40.8347501, u'lng': -73.9407048}]
['3703 TENTH AVENUE', 'MANHATTAN', {u'lat': 40.8591641, u'lng': -73.9227366}]
['45 EAST  81 STREET', 'MANHATTAN', {u'lat': 40.7776753, u'lng': -73.96071169999999}]
['160 EAST 120 STREET', 'MANHATTAN', {u'lat': 40.8009638, u'lng': -73.93961700000001}]
['465 WEST 167 STREET', 'MANHATTAN', {u'lat': 40.8393844, u'lng': -73.93678349999999}]
['100 WEST  84 STREET', 'MANHATTAN', {u'lat': 40.7850013, u'lng': -73.9737516}]
['320 WEST  21 STREET', 'MANHATTAN', {u'lat': 40.7445489, u'lng': -74.000737}]
['1573 MADISON AVENUE', 'MANHATTAN', {u'lat': 40.7936899, u'lng': -73.9491583}]
['333 EAST  4 STREET', 'MANHATTAN', {u'lat': 40.721868, u'lng': -73.9787712}]
['4124 9 AVENUE', 'MANHATTAN', {u'lat': 40.8716626, u'lng': -73.9115806}]
['185 1 AVENUE', 'MANHATTAN', {u'lat': 40.7298058, u'lng': -73.9836952}]
['166 ESSEX STREET', 'MANHATTAN', {u'lat': 40.7213978, u'lng': -73.9864632}]
['475 WEST 155 STREET', 'MANHATTAN', {u'lat': 40.8316951, u'lng': -73.94262069999999}]
['281 9 AVENUE', 'MANHATTAN', {u'lat': 40.7488713, u'lng': -74.0001458}]
['730 EAST  12 STREET', 'MANHATTAN', {u'lat': 40.726111, u'lng': -73.9749631}]
['317 WEST  52ND STREET', 'MANHATTAN', {u'lat': 40.7642007, u'lng': -73.9861098}]
['123 MORNINGSIDE DRIVE', 'MANHATTAN', {u'lat': 40.810705, u'lng': -73.957404}]
['508 EAST 120 STREET', 'MANHATTAN', {u'lat': 40.7969061, u'lng': -73.9299784}]
['232 EAST 103 STREET', 'MANHATTAN', {u'lat': 40.7886696, u'lng': -73.9449061}]
['319 EAST 19 STREET', 'MANHATTAN', {u'lat': 40.7350123, u'lng': -73.9817101}]
['116 WEST  11 STREET', 'MANHATTAN', {u'lat': 40.7356187, u'lng': -73.9994094}]
['71 HESTER STREET', 'MANHATTAN', {u'lat': 40.7158845, u'lng': -73.9909526}]
['2351 1ST AVENUE', 'MANHATTAN', {u'lat': 40.7992278, u'lng': -73.9338214}]
['2987 FREDERICK DGLS BLVD', 'MANHATTAN', {u'lat': 40.790278, u'lng': -73.959722}]
['223 EAST 23 STREET', 'MANHATTAN', {u'lat': 40.7382221, u'lng': -73.98168609999999}]
['4360-78 BROADWAY', 'MANHATTAN', {u'lat': 40.7071775, u'lng': -74.0121444}]
['433 EAST 100 STREET', 'MANHATTAN', {u'lat': 40.7855844, u'lng': -73.94226979999999}]
['323 East 91st Street', 'MANHATTAN', {u'lat': 40.780653, u'lng': -73.94785399999999}]
['650 ACADEMY STREET', 'MANHATTAN', {u'lat': 40.8659143, u'lng': -73.925157}]
['103 WEST 107 STREET', 'MANHATTAN', {u'lat': 40.8006017, u'lng': -73.9629214}]
['176 EAST 115 STREET', 'MANHATTAN', {u'lat': 40.797207, u'lng': -73.941605}]
['213 EAST 63RD STREET', 'NEW YORK', {u'lat': 40.76385399999999, u'lng': -73.963813}]
['121 EAST  3 STREET', 'MANHATTAN', {u'lat': 40.7244039, u'lng': -73.9863598}]
['600 EAST  6 STREET', 'MANHATTAN', {u'lat': 40.7240249, u'lng': -73.9816527}]
['131 EAST 104 STREET', 'MANHATTAN', {u'lat': 40.7913911, u'lng': -73.94741499999999}]
['735 WEST END AVENUE', 'MANHATTAN', {u'lat': 40.7950859, u'lng': -73.9737011}]
['220 WEST 121 STREET', 'MANHATTAN', {u'lat': 40.806472, u'lng': -73.9511952}]
['1700 3 AVENUE', 'MANHATTAN', {u'lat': 40.78489510000001, u'lng': -73.950212}]
['55 EAST 120 STREET', 'MANHATTAN', {u'lat': 40.8024808, u'lng': -73.94276719999999}]
['219 EAST 109 STREET', 'MANHATTAN', {u'lat': 40.7931298, u'lng': -73.9418125}]
['32 WEST  92 STREET', 'MANHATTAN', {u'lat': 40.7893657, u'lng': -73.9679288}]
['160 WEST  78 STREET', 'MANHATTAN', {u'lat': 40.781867, u'lng': -73.97782769999999}]
['222 WEST 134 STREET', 'MANHATTAN', {u'lat': 40.8145839, u'lng': -73.9449913}]
['442 EAST HOUSTON STREET', 'MANHATTAN', {u'lat': 40.7196415, u'lng': -73.9774227}]
['216 EAST 120 STREET', 'MANHATTAN', {u'lat': 40.799987, u'lng': -73.9373878}]
['512 WEST 212 STREET', 'MANHATTAN', {u'lat': 40.8681001, u'lng': -73.9176032}]
['315 EAST 113 STREET', 'MANHATTAN', {u'lat': 40.794884, u'lng': -73.93819289999999}]
['330 EAST  21 STREET', 'MANHATTAN', {u'lat': 40.7362645, u'lng': -73.9811089}]
['1615 MADISON AVENUE', 'MANHATTAN', {u'lat': 40.7951169, u'lng': -73.9480744}]
['285 DELANCY STREET', 'MANHATTAN', {u'lat': 40.715295, u'lng': -73.979925}]
['440 WEST  53 STREET', 'MANHATTAN', {u'lat': 40.7660468, u'lng': -73.98983919999999}]
['535 EAST 119 STREET', 'MANHATTAN', {u'lat': 40.7964942, u'lng': -73.9300386}]
['586 WEST 177 STREET', 'MANHATTAN', {u'lat': 40.8462714, u'lng': -73.93500709999999}]
['210 EAST  33 STREET', 'MANHATTAN', {u'lat': 40.7447741, u'lng': -73.9779971}]
['301 WEST 140 STREET', 'MANHATTAN', {u'lat': 40.8199748, u'lng': -73.9444992}]
['40 DIVISION STREET', 'MANHATTAN', {u'lat': 40.7144262, u'lng': -73.9955257}]
['425 WEST 123 STREET', 'MANHATTAN', {u'lat': 40.8106401, u'lng': -73.9558474}]
['80 CATHERINE STREET', 'MANHATTAN', {u'lat': 40.7105245, u'lng': -73.9967905}]
['560 WEST 169 STREET', 'MANHATTAN', {u'lat': 40.8416778, u'lng': -73.9393219}]
['425 WEST 130 STREET', 'MANHATTAN', {u'lat': 40.814912, u'lng': -73.952}]
['143 BAXTER STREET', 'MANHATTAN', {u'lat': 40.71902679999999, u'lng': -73.9982425}]
['100 HESTER STREET', 'MANHATTAN', {u'lat': 40.71651, u'lng': -73.9936997}]
['185 WADSWORTH AVENUE', 'MANHATTAN', {u'lat': 40.8505589, u'lng': -73.93396}]
['2121 5 AVENUE', 'MANHATTAN', {u'lat': 40.8096731, u'lng': -73.9391163}]
['293 EAST BROADWAY', 'MANHATTAN', {u'lat': 40.7144062, u'lng': -73.9832907}]
['293 EAST BROADWAY', 'MANHATTAN', {u'lat': 40.7144062, u'lng': -73.9832907}]
['123 RIDGE STREET', 'MANHATTAN', {u'lat': 40.7192842, u'lng': -73.9830468}]
['100 ATTORNEY STREET', 'MANHATTAN', {u'lat': 40.7185769, u'lng': -73.9843219}]
['511 WEST 182ND STREET', 'MANHATTAN', {u'lat': 40.8490452, u'lng': -73.9312015}]
['150 WEST 105 STREET', 'MANHATTAN', {u'lat': 40.799179, u'lng': -73.965156}]
['421 EAST 106 STREET', 'MANHATTAN', {u'lat': 40.7894561, u'lng': -73.9388211}]
['41 WEST 117 STREET', 'MANHATTAN', {u'lat': 40.8026661, u'lng': -73.9482563}]
['334 GREENWICH STREET', 'MANHATTAN', {u'lat': 40.7181539, u'lng': -74.0105067}]
['93 NAGLE AVENUE', 'MANHATTAN', {u'lat': 40.8601744, u'lng': -73.9277953}]
['1750 AMSTERDAM AVENUE', 'MANHATTAN', {u'lat': 40.8262848, u'lng': -73.9472873}]
['250 WEST 127 STREET', 'MANHATTAN', {u'lat': 40.8110071, u'lng': -73.9491304}]
['319 EAST 117 STREET', 'MANHATTAN', {u'lat': 40.7973176, u'lng': -73.9359411}]
['1458 YORK AVENUE', 'MANHATTAN', {u'lat': 40.770203, u'lng': -73.95072990000001}]
['499 WEST 133 STREET', 'MANHATTAN', {u'lat': 40.817721, u'lng': -73.95245899999999}]
['163 WEST  97 STREET', 'MANHATTAN', {u'lat': 40.794573, u'lng': -73.96857109999999}]
['234 WEST 109 STREET', 'MANHATTAN', {u'lat': 40.80287999999999, u'lng': -73.9661354}]
['132 WEST  89 STREET', 'MANHATTAN', {u'lat': 40.788883, u'lng': -73.9724552}]
['220 EAST  76 STREET', 'MANHATTAN', {u'lat': 40.7718269, u'lng': -73.95794029999999}]
['110 EAST  88 STREET', 'MANHATTAN', {u'lat': 40.7808828, u'lng': -73.95565959999999}]
['19 EAST 103 STREET', 'MANHATTAN', {u'lat': 40.792294, u'lng': -73.95143399999999}]
['306 FORT WASHINGTON AVENUE', 'MANHATTAN', {u'lat': 40.8456199, u'lng': -73.9397377}]
['175 WEST 134 STREET', 'MANHATTAN', {u'lat': 40.8143361, u'lng': -73.9429783}]
['12-18 ELLWOOD STREET', 'MANHATTAN', {u'lat': 40.8594949, u'lng': -73.9279416}]
['370 WEST 120 STREET', 'MANHATTAN', {u'lat': 40.8076092, u'lng': -73.9558388}]
['219 EAST 109 STREET', 'MANHATTAN', {u'lat': 40.7931298, u'lng': -73.9418125}]
['419 EAST  66 STREET', 'MANHATTAN', {u'lat': 40.763806, u'lng': -73.957725}]
['327 CHERRY STREET', 'MANHATTAN', {u'lat': 40.7114373, u'lng': -73.9854864}]
['20 WEST 112 STREET', 'MANHATTAN', {u'lat': 40.7984949, u'lng': -73.9498493}]
['349 CABRINI BOULEVARD', 'MANHATTAN', {u'lat': 40.8563491, u'lng': -73.9373574}]
['442 EAST HOUSTON STREET', 'MANHATTAN', {u'lat': 40.7196415, u'lng': -73.9774227}]
['2580 AMSTERDAM AVENUE', 'MANHATTAN', {u'lat': 40.8530535, u'lng': -73.9280002}]
['210 WEST  61 STREET', 'MANHATTAN', {u'lat': 40.7719115, u'lng': -73.9876838}]
['500 WEST 138 STREET', 'MANHATTAN', {u'lat': 40.821053, u'lng': -73.9530544}]
['244 WEST 144 STREET', 'MANHATTAN', {u'lat': 40.8212634, u'lng': -73.9407418}]
['625 WEST 133 STREET', 'MANHATTAN', {u'lat': 40.819803, u'lng': -73.95682699999999}]
['2230 5 AVENUE', 'MANHATTAN', {u'lat': 40.8133194, u'lng': -73.9378928}]
['1700 3 AVENUE', 'MANHATTAN', {u'lat': 40.78489510000001, u'lng': -73.950212}]
['270 WEST  70 STREET', 'MANHATTAN', {u'lat': 40.7779517, u'lng': -73.98470259999999}]
['2589 7 AVENUE', 'MANHATTAN', {u'lat': 40.8240334, u'lng': -73.9372092}]
['508 EAST 120 STREET', 'MANHATTAN', {u'lat': 40.7969061, u'lng': -73.9299784}]
['21 WEST 111 STREET', 'MANHATTAN', {u'lat': 40.7983413, u'lng': -73.9504528}]
['328 WEST  48 STREET', 'MANHATTAN', {u'lat': 40.7615351, u'lng': -73.9886547}]
['645 MAIN STREET', 'MANHATTAN', {u'lat': 40.7638438, u'lng': -73.9482254}]
['4600 BROADWAY', 'MANHATTAN', {u'lat': 40.8608196, u'lng': -73.9300663}]
['71-111 CONVENT AVE', 'MANHATTAN', {u'lat': 40.8171036, u'lng': -73.9523545}]
['410 EAST 100 STREET', 'MANHATTAN', {u'lat': 40.7850131, u'lng': -73.942073}]
['317 EAST  67 STREET', 'MANHATTAN', {u'lat': 40.7653683, u'lng': -73.9596962}]
['345 EAST  15TH STREET', 'MANHATTAN', {u'lat': 40.7325413, u'lng': -73.9828422}]
['292 GREENWICH STREET', 'MANHATTAN', {u'lat': 40.71609590000001, u'lng': -74.0117653}]
['240 WEST 113 STREET', 'MANHATTAN', {u'lat': 40.8015793, u'lng': -73.9552724}]
['134 WEST 122 STREET', 'MANHATTAN', {u'lat': 40.8064246, u'lng': -73.9482857}]
['100 WEST  77 STREET', 'MANHATTAN', {u'lat': 40.7810814, u'lng': -73.97808460000002}]
['32 WEST  92 STREET', 'MANHATTAN', {u'lat': 40.7893657, u'lng': -73.9679288}]
['735 WEST END AVENUE', 'MANHATTAN', {u'lat': 40.7950859, u'lng': -73.9737011}]
['916 EAGLE AVENUE', 'BRONX', {u'lat': 40.8234813, u'lng': -73.907631}]
['319 EAST 19 STREET', 'MANHATTAN', {u'lat': 40.7350123, u'lng': -73.9817101}]
['154 WEST  93 STREET', 'MANHATTAN', {u'lat': 40.7916848, u'lng': -73.97077019999999}]
['154 WEST  93 STREET', 'MANHATTAN', {u'lat': 40.7916848, u'lng': -73.97077019999999}]
['425 WEST 33RD STREET', 'New York', {u'lat': 40.7533395, u'lng': -73.9978926}]
['421 W 219TH ST', 'MANHATTAN', {u'lat': 40.8717871, u'lng': -73.9132819}]
['240 WEST 113 STREET', 'MANHATTAN', {u'lat': 40.8015793, u'lng': -73.9552724}]
['122 AMSTERDAM AVENUE', 'MANHATTAN', {u'lat': 40.7747793, u'lng': -73.98472000000001}]
['35 EAST 125TH STREET', 'MANHATTAN', {u'lat': 40.8061179, u'lng': -73.94087200000001}]
['22 EAST 128 STREET', 'MANHATTAN', {u'lat': 40.8077499, u'lng': -73.93988159999999}]
['509 WEST 129 STREET', 'MANHATTAN', {u'lat': 40.8151196, u'lng': -73.9549462}]
['525 WEST  50TH STREET', 'MANHATTAN', {u'lat': 40.7655356, u'lng': -73.9931625}]
['201 WARREN STREET', 'MANHATTAN', {u'lat': 40.7168673, u'lng': -74.01362259999999}]
['311 EAST  82 STREET', 'MANHATTAN', {u'lat': 40.7751194, u'lng': -73.9527604}]
